amenity,operator,Latitude,Longitude,Amenity_Type,Raw_Amenity,OSM_ID,name,addr:city,addr:postcode,addr:street,addr:street:corner,brand,brand:wikidata,brand:wikipedia,healthcare,dispensing,drive_through,access:covid19,addr:village,delivery:covid19,shop,takeaway:covid19,addr2:street,branch,opening_hours,source,source:url,addr:province,mapillary,wheelchair,addr:quarter,brand:facebook,brand:website,description,level,payment:cash,addr:state,addr:housenumber,check_date,contact:phone,payment:credit_cards,payment:debit_cards,payment:qr_code,email,phone,ref:vatin,website,source:name,is_in:city,is_in:zip,addr:housename,facebook,payment:gcash,addr:district,air_conditioning,source:feature,source:position,survey:date,source:ph,opening_hours:covid19,note,contributor:ph,official_name,ph:contributor,addr:street:es,addr:floor,addr:town,addr:unit,addr:municipality,addr:place,alt_name,name:abbr,source_ref,building,image,ele,addr:building,contact:facebook,contact:website,wpt_symbol,addr:country,FIXME,arivac:name,arivac:type_id,arivac:typetxt,roof:material,wall:material,contributor,old_name,fixme,name:en,payment:mastercard,payment:visa,wpt_description,addr:barangay,short_name,not:brand:wikidata,check_date:opening_hours,operational_status,backup_generator,capacity:persons,operator:type,survey:name,water_source,addr:suburb,mobile,addr:city_block,internet_access,payment:cards,addr:housewing,contact:mobile,level:ref,name:it,sym,time,cmt,is_in:town,atm,name:es,emergency,surveillance,surveillance:type,previously,opening_hours:drive_through,operator:wikidata,operator:wikipedia,payment:mastercard_debit,payment:visa_debit,addr:street_1,postal_code,contact:email,layer,addr:neighbourhood,delivery,smoking,wall:material_1,noname,bubbleid,old_addr:street,addr:city:es,name:fr,payment:coins,payment:cryptocurrencies,boutique,addr:subdistrict,admin_level,payment:contactless,strapline,old_addr:housenumber,addr:milestone,floor:material,addr:hamlet,name:ru,San,building:levels,building:material,money_transfer,parking,unisex,nohousenumber,building:use,start_date,addr:block_number,delivery:partner,indoor,room,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,payment:telephone_cards,payment:maya,payment:paymaya,payment:qr_ph,internet_access:ssid,addr:lot,outdoor_seating,name:ceb
pharmacy,,10.3325310,123.9364194,Pharmacy,pharmacy,355114487,Rose Pharmacy,,,M.C. Briones Street,,Rose Pharmacy,Q62663208,,pharmacy,,,,,,,,,,24/7,,,,1181501285604478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.5765544,121.0331948,Pharmacy,pharmacy,357733228,Mercury Drug,Mandaluyong,1550,San Francisco,Maysilo,,,,,yes,no,,,,,,,Mandaluyong - Maysilo,24/7,,,,,,,,,,,,,,,,,,,,+63 2 535 8019,,,,,,,,,,,,,,,0700-1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.6819089,121.1153007,Pharmacy,pharmacy,357738914,Mercury Drug,,,General Luna Street,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,,,,,,,,,,,,,Rizal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,13.9378298,121.6132589,Pharmacy,pharmacy,358698139,Watsons,Lucena,4301,P. Gomez Street,,Watsons,Q7974785,en:Watsons,,,,,,,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,10.3250276,123.9407102,Pharmacy,pharmacy,369910563,Weng-Weng Pharmacy,,,A. Soriano Avenue,,,,,,,,,,,,,,,,,,,995741581234051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weng-Weng Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.0711196,120.6325975,Pharmacy,pharmacy,369910566,Mercury Drug,Nasugbu,,J.P. Laurel,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,,,,,,,,,Nasugbu J.P. Laurel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,10.3099340,123.8939840,Pharmacy,pharmacy,369910792,Mercury Drug,,,,,Mercury Drug,Q6818610,,pharmacy,yes,,,,,,,,Fuente Osmeña,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,10.3011691,123.9622257,Pharmacy,pharmacy,369910879,Rose Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfbate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.5669514,121.0118384,Pharmacy,pharmacy,369918625,Mercury Drug,,,Pablo Ocampo Street,,,,,pharmacy,,,,Kingswood Makati,,,,Cabanelas Street,,07:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mrcury,cfbate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,7.0777718,125.6135258,Pharmacy,pharmacy,372739989,Mercury Drug,,,,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Mercury Drug,14.3462357,121.0633795,Pharmacy,pharmacy,378662106,Mercury Drug,,,,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,10.3387503,123.9117042,Pharmacy,pharmacy,380438537,Rose Pharmacy,,,M. Cuenco Avenue,,Rose Pharmacy,Q62663208,,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.5481732,121.0010144,Pharmacy,pharmacy,383595887,Mercury Drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,8.4743373,124.6856903,Pharmacy,pharmacy,393731993,Mercury Drug,,,Butuan – Cagayan de Oro – Iligan Road,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,,,,,,,,,Gusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.4388433,121.0049223,Pharmacy,pharmacy,402912590,Mercury Drug,Las Piñas,,Alabang-Zapote Road,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puregold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.4564168,121.0076296,Pharmacy,pharmacy,403674540,Mercury Drug,Parañaque,1700,Aguirre Avenue,El Grande Avenue,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,yes,,,,,,,,Parañaque BF Homes El Grande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.4227116,121.0300610,Pharmacy,pharmacy,404110939,Mercury Drug,Muntinlupa,,,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.4448756,121.0277144,Pharmacy,pharmacy,404111036,Mercury Drug,Parañaque,,Aguirre Avenue,,Mercury Drug,Q6818610,,pharmacy,yes,,,,,,,,Parañaque BF Homes,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,7.0658082,125.6076608,Pharmacy,pharmacy,405885946,Mercury Drug,Davao City,8000,San Pedro Street,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,yes,,,,,,,,,24/7,,,Davao del Sur,,,,,,,,,,,,,,,,,,,,,,,,,,Poblacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,7.0547213,125.5453240,Pharmacy,pharmacy,408121648,Mercury Drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.2492847,121.0640342,Pharmacy,pharmacy,411227922,Mercury Drug,Santa Rosa,,Santa Rosa - Tagaytay Road,,,,,,,,,,,,,,Paseo de Sta. Rosa,,,,,,limited,,,,,,,,,,,,,,,,,,,,,Paseo 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.5695024,121.1064379,Pharmacy,pharmacy,412695375,TGP,Cainta,1900,East Bank Road,,The Generics Pharmacy,Q61948677,,pharmacy,,,,San Andres,,,,,,,,,Rizal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,10.2979613,123.8849901,Pharmacy,pharmacy,413986571,"NRMJ Quality Drug ,Inc.",,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfbate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,10.2983911,123.8953011,Pharmacy,pharmacy,413986597,Watsons,,,,,Watsons,Q7974785,en:Watsons,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfbate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.2058910,121.1553374,Pharmacy,pharmacy,419018050,Mercury Drug,,,,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.2063059,121.1547277,Pharmacy,pharmacy,419018060,Southstar Drug,,,,,Southstar Drug,Q7568544,en:South Star Drug,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.5587634,121.0241749,Pharmacy,pharmacy,419725035,Mercury Drug,Makati,1227,Valero Street,,Mercury Drug,Q6818610,,pharmacy,yes,,,,,,,,,07:00-20:00,,,,,,,,,,,,,149,,,,,,,,,,,,,Valero Carpark 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Mercury Drug Corporation,14.7439310,120.9713343,Pharmacy,pharmacy,422463939,Mercury Drug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Mercury Drug,14.5564228,121.0199127,Pharmacy,pharmacy,425502301,Mercury Drug,Makati,1229,Dela Rosa Access Road 2,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,,,,,,,,,,,,,,,,,https://www.facebook.com/mercurydrugph,https://www.mercurydrug.com/,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,7.0662008,125.6071669,Pharmacy,pharmacy,427496477,Amesco Drug,Davao City,8000,San Pedro Street,,,,,pharmacy,,,,,,,,,,,,,Davao del Sur,,,,,,,,,,,,,,,,,,,,,,,,,,Poblacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,7.0682028,125.6096075,Pharmacy,pharmacy,427496605,Save On,Davao City,8000,C. Bangoy Street,,,,,pharmacy,,,,,,,,,,,,,Davao del Sur,,,,,,,,,,,,,,,,,,,,,,,,,,Poblacion District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,7.0678557,125.6105518,Pharmacy,pharmacy,427496611,Generika,Davao City,8000,A. Bonifacio Street,,Generika,Q62564876,,pharmacy,,,,,,,,,,,,,Davao del Sur,,,,,,,,,,,,,,,,,,,,,,,,,,Poblacion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,15.7931359,120.9911662,Pharmacy,pharmacy,429674169,South Star Drug,,,Maharlika Highway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allanrueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,15.7922539,120.9905578,Pharmacy,pharmacy,429674170,Mercury Drug,,,Maharlika Highway,,Mercury Drug,Q6818610,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carretera Maharlika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,15.7923629,120.9899965,Pharmacy,pharmacy,429687929,Manson Drug,San Jose,3121,A. Bonifacio Street,,,,,,,,,,,,,,,,,,Nueva Ecija,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allanrueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,15.7943314,120.9921465,Pharmacy,pharmacy,429687933,Mercury Drug,,,Maharlika Highway,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,allanrueda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,7.0691015,125.6016354,Pharmacy,pharmacy,429746403,Rose Pharmacy,,,,,Rose Pharmacy,Q62663208,,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Mercury Drug,14.5510847,121.0205304,Pharmacy,pharmacy,429812189,Mercury Drug,Makati,,Antonio S. Arnaiz Avenue,,Mercury Drug,Q6818610,,pharmacy,yes,,,,,,,Greenbelt Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Residences at Greenbelt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.5583748,121.0123410,Pharmacy,pharmacy,430021804,Mercury Drug,Makati,1231,Dela Rosa Street,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,,,,,,,,Chino Roces Avenue,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Dela Rosa Square,,,,,,,,,,,,,,,G/F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,7.1055398,125.6000622,Pharmacy,pharmacy,433567828,Mercury Drug,,,,,,,,,yes,,,,,,,,Buhangin CP Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,Mercury Drug,14.5602045,121.0200093,Pharmacy,pharmacy,433812840,Mercury Drug,Makati,1227,L. P. Leviste Street,,,,,pharmacy,,,,,,,,,,07:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,Island Plaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,15.4870776,120.5961279,Pharmacy,pharmacy,438032559,Mercury Drug,Tarlac,2300,MacArthur Highway,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,no,,,,,,,,,,,,,,,,https://www.facebook.com/mercurydrugph,https://www.mercurydrug.com/,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,horyarcadio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,7.0691290,125.6016699,Pharmacy,pharmacy,441029604,Mercury Drug,,,,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.9502964,120.7589359,Pharmacy,pharmacy,446766591,Southstar Drug,,,MacArthur Highway,,Southstar Drug,Q7568544,,pharmacy,yes,,,,,,,,,,MGDanting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apalit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,7.0975290,125.6206510,Pharmacy,pharmacy,447593707,Botica Concepcion,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.5651964,121.0296042,Pharmacy,pharmacy,452357004,Mercury Drug,Makati,1210,Makati Avenue,,Mercury Drug,Q6818610,en:Mercury Drug,pharmacy,,,,,,,,,Makati Avenue,24/7,,,,,,,https://www.facebook.com/mercurydrugph,https://www.mercurydrug.com/,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.5625166,121.0287235,Pharmacy,pharmacy,452357010,TGP,,,,,The Generics Pharmacy,Q61948677,,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Generics Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.5621262,121.0283667,Pharmacy,pharmacy,452375403,Watsons,Makati,,Jupiter Street,Makati Avenue,Watsons,Q7974785,en:Watsons,pharmacy,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.5508300,121.0556388,Pharmacy,pharmacy,454060826,Mercury Drug,Taguig,,McKinley Parkway,,Mercury Drug,Q6818610,,pharmacy,yes,,,,,,,,Global City Taguig Market Market Mckinley Parkway,,,,,,,,,,,,,,,,,,,,,,,,,,,Market! Market!,,,,,,,,,,,,,,,,,PH IB-A1-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,15.0396913,120.6803420,Pharmacy,pharmacy,456991583,Mercury Drug,,,MacArthur Highway,,Mercury Drug,Q6818610,,pharmacy,,,,,,,,,,,MGDanting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pharmacy,,14.5256062,121.0428233,Pharmacy,pharmacy,457400752,Fabula Pharmacy,,,Diego Silang Avenue,,,,,pharmacy,yes,,,,,,,,,,,,,156063663152901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
